9.518270000000001e-03	7.900793642629300e-09	3.149896706645852e-10	8.380140000000000e-04
9.886630000000000e-03	8.540513939319000e-09	2.180004437922007e-10	8.706800000000000e-04
1.027060000000000e-02	1.141265477972499e-08	2.599687615253639e-10	9.047219999999999e-04
1.067080000000000e-02	1.237149904977965e-08	2.320635774384174e-10	9.401960000000000e-04
1.108790000000000e-02	1.461149859616314e-08	2.503887769627993e-10	9.771560000000001e-04
1.152250000000000e-02	1.717021358503984e-08	2.454710000000000e-10	1.015660000000000e-03
1.197540000000000e-02	2.056537635373831e-08	3.035161010226545e-10	1.055780000000000e-03
1.244710000000000e-02	2.469013456403607e-08	3.088685162789073e-10	1.097560000000000e-03
1.293860000000000e-02	2.851118496206778e-08	3.267040897785452e-10	1.141080000000000e-03
1.345050000000000e-02	3.219095196500900e-08	3.909995212813633e-10	1.186400000000000e-03
1.398360000000000e-02	3.069691234953829e-08	3.143854381151007e-10	1.233600000000000e-03
1.453890000000000e-02	2.105009459040331e-08	2.074621679107293e-10	1.282750000000000e-03
1.511710000000000e-02	9.450485746781353e-09	9.764981434573158e-11	1.333930000000000e-03
1.571930000000000e-02	2.744599188077874e-09	2.932226203406846e-11	1.387230000000000e-03
1.634620000000000e-02	2.053638807457810e-09	2.824775199863443e-11	1.442710000000000e-03
1.699910000000000e-02	1.704812021296737e-09	1.954745792239437e-11	1.500480000000000e-03
1.767880000000000e-02	1.608721986125502e-09	1.891020748043440e-11	1.560620000000000e-03
1.838640000000000e-02	1.514382108922878e-09	1.802115852461866e-11	1.623240000000000e-03
1.912320000000000e-02	1.380350233521779e-09	1.707570911651244e-11	1.688420000000000e-03
1.989010000000000e-02	1.303684596517860e-09	1.942925324560581e-11	1.756280000000000e-03
2.068850000000000e-02	1.233938721019876e-09	1.975127801253009e-11	1.826910000000000e-03
2.151960000000000e-02	1.165182809936914e-09	1.792614673000150e-11	1.900440000000000e-03
2.238470000000000e-02	1.096089631864832e-09	1.969233863813800e-11	1.976970000000000e-03
