9.388977433825097113e-03 1.001906231899967636e+00 6.366026611093333898e-02 8.302309854904584962e-04
9.658672598728618858e-03 1.001799197673616693e+00 5.127699344573617007e-02 8.543254615790274583e-04
9.936961965004095093e-03 9.578824138456394355e-01 4.327010695556188918e-02 8.791797038110553408e-04
1.022409315249580425e-02 9.701143098484251714e-01 4.105356911343555765e-02 9.048157699029215836e-04
1.052032164840007757e-02 9.498064665355843150e-01 3.686890413076968076e-02 9.312564140646155918e-04
1.082591103459761700e-02 8.943691035362522079e-01 3.153751013547513582e-02 9.585251071184495292e-04
1.114113322218828091e-02 9.295252702094441988e-01 2.811675110189218105e-02 9.866460572756214058e-04
1.146626869343699874e-02 9.218822003337130422e-01 2.439324197963405397e-02 1.015644231589864915e-03
1.180160675134609566e-02 9.653737260309211976e-01 2.297670879307251585e-02 1.045545378108189444e-03
1.214744577707615146e-02 9.877371343727150421e-01 2.055509789857686009e-02 1.076376048739553608e-03
1.250409349544438081e-02 9.497392759622690361e-01 1.728459360016961280e-02 1.108163622863129463e-03
1.287186724873683533e-02 9.435622896052718866e-01 1.546555739234268916e-02 1.140936331698761503e-03
1.325109427907806246e-02 9.434347699198134540e-01 1.393246472594087196e-02 1.174723283463108151e-03
1.364211201960944565e-02 9.119768678231392478e-01 1.257439963090487868e-02 1.209554489335972838e-03
1.404526839473536383e-02 6.938054716770318819e-01 8.793025333341667957e-03 1.245460890262357206e-03
1.446092212970429176e-02 4.248105198009377026e-01 5.034459051736793478e-03 1.282474384616823010e-03
1.488944306980034306e-02 2.229213871519020729e-01 2.630597362675163049e-03 1.320627856757953210e-03
1.533121250942925083e-02 8.907956432585806272e-02 1.163338104649476890e-03 1.359955206501801918e-03
1.578662353139163518e-02 4.860668591577731873e-02 7.011854803174094380e-04 1.400491379544600411e-03
1.625608135664538545e-02 3.583386103476626783e-02 5.308791073651926342e-04 1.442272398866212280e-03
1.674000370486848285e-02 3.061257474914774387e-02 4.494959633348662013e-04 1.485335397147298075e-03
1.723882116614297924e-02 2.598030346989380415e-02 3.860092492536190299e-04 1.529718650234620711e-03
1.775297758409091417e-02 2.210672944535364490e-02 3.296520293580224091e-04 1.575461611690471067e-03
1.828293045080312332e-02 1.923767294141116857e-02 2.860322049395054448e-04 1.622604948463891991e-03
1.882915131391222838e-02 1.622607619652899694e-02 2.460386239967701804e-04 1.671190577723087167e-03
1.939212619617214708e-02 1.382715281913109162e-02 2.119005982852778199e-04 1.721261704890353090e-03
1.997235602791741158e-02 1.170658128103726180e-02 1.827565709058477260e-04 1.772862862922776252e-03
2.057035709278703939e-02 1.001699316295049172e-02 1.568440160796543499e-04 1.826039952884097152e-03
2.118666148710970226e-02 8.045249802902840544e-03 1.324512410486640033e-04 1.880840285855416320e-03
2.182181759335879989e-02 7.221494997270635173e-03 1.198260032785653000e-04 1.937312626234753352e-03
2.247639056809881339e-02 5.731432673572236028e-03 1.008315864934778718e-04 1.995507236478111061e-03
2.315096284485707034e-02 5.050832900690608793e-03 8.966053502200990949e-05 2.055475923337374625e-03
2.384613465236840382e-02 4.343507176454201001e-03 7.889908704314167428e-05 2.117272085653355406e-03
2.456252454865379478e-02 3.762332396800813737e-03 6.936982090087042492e-05 2.180950763765371770e-03
2.530076997140826012e-02 3.288038926377838660e-03 6.237872415116331437e-05 2.246568690602190454e-03
2.606152780518767448e-02 2.942821449255414099e-03 5.707949738871849639e-05 2.314184344522682464e-03
2.684547496589928181e-02 2.562659527982984707e-03 5.123940799887956305e-05 2.383858003978483325e-03
2.765330900311586959e-02 2.117230066634469103e-03 4.523847911179794732e-05 2.455651804075052302e-03
2.848574872074959713e-02 1.912065003099947934e-03 4.243761832439275905e-05 2.529629795112054141e-03
2.934353481663777574e-02 1.626120528362809447e-03 3.798284187807263607e-05 2.605858003188740030e-03
3.022743054160965948e-02 1.380713145122018344e-03 3.426947917557648281e-05 2.684404492965216868e-03
3.113822237862064884e-02 1.139419539487282777e-03 3.013418279470857894e-05 2.765339432676120531e-03
3.207672074255829564e-02 9.863939128233072985e-04 2.763661773783919121e-05 2.848735161499133754e-03
3.304376070134270454e-02 8.709627856107035257e-04 2.565847277926232070e-05 2.934666259387397249e-03
3.404020271896295025e-02 7.071498757558077313e-04 2.330982029021299630e-05 3.023209619481832811e-03
3.506693342111074502e-02 6.495498646645640403e-04 2.206350416388306459e-05 3.114444523226977436e-03
3.612486638409259654e-02 5.876950800052284114e-04 2.118851772166877983e-05 3.208452718322187414e-03
3.721494294772224182e-02 4.603412788365893052e-04 1.963762304880553299e-05 3.305318499648879360e-03
3.833813305291702139e-02 4.139645802853482654e-04 1.817606037506738599e-05 3.405128793324157556e-03
3.949543610474307714e-02 3.543879435990475381e-04 1.694352934281240496e-05 3.507973244041504620e-03
4.068788186167759946e-02 2.830317621603593414e-04 1.582001640651385397e-05 3.613944305870610968e-03
4.191653135187928259e-02 2.823128190436320194e-04 1.603650356642943059e-05 3.723137336700454471e-03
4.318247781728218326e-02 2.510400946103449036e-04 1.481842112144592318e-05 3.835650696523218786e-03
4.371849199483152093e-02 2.181634947065966561e-04 2.763176435189419346e-05 3.876420674671765716e-03
4.502763245022622929e-02 2.085836780905758552e-04 2.077497547778455158e-05 3.992984965661776874e-03
4.637683809320161665e-02 1.584137948456065587e-04 1.496616900993826907e-05 4.113131016073184355e-03
4.776730943715876143e-02 1.087445208308303015e-04 1.045306400665460401e-05 4.236968570570182925e-03
4.920028371323305338e-02 9.766290295055605553e-05 9.139852490484847344e-06 4.364610934307153016e-03
5.067703597118352471e-02 8.326524348978598809e-05 8.115175004173219290e-06 4.496175099986416540e-03
5.219888021393193078e-02 7.055053664964005720e-05 6.189393603508214862e-06 4.631781880681550001e-03
5.376717056676123818e-02 7.013816687660082009e-05 5.629348771453362985e-06 4.771556048776354197e-03
5.538330248221362551e-02 5.790849970040203042e-05 4.506279259671798554e-06 4.915626481396326644e-03
5.704871398176070835e-02 4.924382435876685266e-05 3.752802571741382948e-06 5.064126312738968794e-03
5.876488693535025093e-02 4.064314434774725306e-05 3.302953454692868612e-06 5.217193093740576243e-03
6.053334837996840467e-02 2.803524142662646115e-05 2.456732101056337009e-06 5.374968959552040189e-03
6.235567187839058390e-02 3.003156130734626632e-05 2.369402022861931043e-06 5.537600805333118062e-03
6.423347891933009479e-02 2.496103871444886986e-05 2.051999693446212354e-06 5.705240470915438900e-03
6.616844036023039610e-02 2.397286787302088220e-05 1.845430498867206977e-06 5.878044934928427015e-03
6.816227791398463132e-02 1.781150542326584419e-05 1.556334940887414330e-06 6.056176519030044558e-03
7.021676568090577664e-02 1.726512075304009291e-05 1.396463293047686294e-06 6.239803102936337768e-03
7.233373172731008549e-02 1.431336508996551076e-05 1.233355847282487550e-06 6.429098350999692263e-03
7.451505971211870583e-02 1.686787573547907725e-05 1.135662267135773463e-06 6.624241951147274120e-03
7.676269056292490955e-02 1.125466063212454892e-05 9.662324268560123993e-07 6.825419867057035649e-03
7.907862420301817186e-02 1.183422066557375050e-05 9.209492189940549641e-07 7.032824604520960220e-03
8.146492133090192655e-02 1.319558945169859580e-05 9.019960385614125156e-07 7.246655493023150367e-03
8.392370525388799518e-02 1.086083880490447448e-05 7.983843877510965780e-07 7.467118983645150594e-03
8.645716377740025882e-02 1.228840623713192244e-05 7.478272995243132780e-07 7.694428964502926863e-03
8.906755115166734016e-02 1.267991952554952440e-05 7.327319099156513117e-07 7.928807095019287099e-03
9.175719007753740941e-02 1.266653671839630658e-05 7.153962776492305392e-07 8.170483160444101667e-03
9.452847377319976985e-02 1.255824330880601736e-05 6.411051814005151258e-07 8.419695448151354178e-03
9.738386810365166901e-02 1.237444714146984183e-05 6.227481884597759218e-07 8.676691147369190033e-03
