9.518270000000001e-03	9.625840000000000e-01	3.837640000000000e-02	8.380140000000000e-04
9.886630000000000e-03	8.939040000000000e-01	2.281730000000000e-02	8.706800000000000e-04
1.027060000000000e-02	1.025660000000000e+00	2.336350000000000e-02	9.047219999999999e-04
1.067080000000000e-02	9.541890000000000e-01	1.789860000000000e-02	9.401960000000000e-04
1.108790000000000e-02	9.667130000000000e-01	1.656600000000000e-02	9.771560000000001e-04
1.152250000000000e-02	9.740670000000000e-01	1.392560000000000e-02	1.015660000000000e-03
1.197540000000000e-02	9.999460000000000e-01	1.475780000000000e-02	1.055780000000000e-03
1.244710000000000e-02	1.028610000000000e+00	1.286770000000000e-02	1.097560000000000e-03
1.293860000000000e-02	1.017340000000000e+00	1.165750000000000e-02	1.141080000000000e-03
1.345050000000000e-02	9.835130000000000e-01	1.194600000000000e-02	1.186400000000000e-03
1.398360000000000e-02	8.028210000000000e-01	8.222170000000001e-03	1.233600000000000e-03
1.453890000000000e-02	4.711160000000000e-01	4.643150000000000e-03	1.282750000000000e-03
1.511710000000000e-02	1.809590000000000e-01	1.869810000000000e-03	1.333930000000000e-03
1.571930000000000e-02	4.495170000000000e-02	4.802470000000000e-04	1.387230000000000e-03
1.634620000000000e-02	2.876450000000000e-02	3.956550000000000e-04	1.442710000000000e-03
1.699910000000000e-02	2.041610000000000e-02	2.340920000000000e-04	1.500480000000000e-03
1.767880000000000e-02	1.646910000000000e-02	1.935910000000000e-04	1.560620000000000e-03
1.838640000000000e-02	1.325100000000000e-02	1.576870000000000e-04	1.623240000000000e-03
1.912320000000000e-02	1.032160000000000e-02	1.276840000000000e-04	1.688420000000000e-03
1.989010000000000e-02	8.329609999999999e-03	1.241390000000000e-04	1.756280000000000e-03
2.068850000000000e-02	6.735620000000000e-03	1.078150000000000e-04	1.826910000000000e-03
2.151960000000000e-02	5.433220000000000e-03	8.358920000000000e-05	1.900440000000000e-03
2.238470000000000e-02	4.365570000000000e-03	7.843180000000000e-05	1.976970000000000e-03
2.328520000000000e-02	3.506360000000000e-03	5.860440000000000e-05	2.056640000000000e-03
2.422250000000000e-02	2.869820000000000e-03	4.475840000000000e-05	2.139560000000000e-03
2.519810000000000e-02	2.349240000000000e-03	4.524300000000000e-05	2.225870000000000e-03
2.621360000000000e-02	1.867020000000000e-03	3.494680000000000e-05	2.315710000000000e-03
2.727040000000000e-02	1.542780000000000e-03	3.295580000000000e-05	2.409220000000000e-03
2.837040000000000e-02	1.250750000000000e-03	2.551170000000000e-05	2.506550000000000e-03
2.951530000000000e-02	1.000580000000000e-03	2.150530000000000e-05	2.607850000000000e-03
3.070680000000000e-02	8.297290000000000e-04	1.892670000000000e-05	2.713280000000000e-03
3.194680000000000e-02	6.581900000000000e-04	1.656910000000000e-05	2.823020000000000e-03
3.323730000000000e-02	5.184690000000000e-04	1.482250000000000e-05	2.937230000000000e-03
3.458040000000000e-02	4.412090000000000e-04	1.417910000000000e-05	3.056110000000000e-03
3.597820000000000e-02	3.537430000000000e-04	1.279050000000000e-05	3.179830000000000e-03
3.743280000000000e-02	2.903570000000000e-04	1.464680000000000e-05	3.308600000000000e-03
3.894660000000000e-02	1.993080000000000e-04	1.025910000000000e-05	3.442630000000000e-03
4.052200000000000e-02	1.683150000000000e-04	9.600420000000000e-06	3.582130000000000e-03
4.216140000000000e-02	1.397730000000000e-04	1.013890000000000e-05	3.727320000000000e-03
4.381380000000000e-02	1.027500000000000e-04	1.787420000000000e-05	3.870070000000000e-03
4.386750000000000e-02	1.014480000000000e-04	8.842090000000001e-06	3.878440000000000e-03
4.556440000000000e-02	7.002930000000000e-05	1.248450000000000e-05	4.025340000000000e-03
4.564290000000000e-02	7.869760000000000e-05	8.014810000000001e-06	4.035740000000000e-03
4.738700000000000e-02	6.371290000000000e-05	8.889770000000000e-06	4.187010000000000e-03
4.749050000000000e-02	6.694630000000000e-05	7.772840000000001e-06	4.199450000000000e-03
4.928460000000000e-02	5.298490000000000e-05	6.940160000000000e-06	4.355360000000000e-03
4.941310000000000e-02	4.438380000000000e-05	7.398020000000000e-06	4.369860000000000e-03
5.126000000000000e-02	3.738900000000000e-05	5.220560000000000e-06	4.530650000000000e-03
5.141390000000000e-02	3.664330000000000e-05	6.503090000000000e-06	4.547220000000000e-03
5.331640000000000e-02	3.250730000000000e-05	4.180550000000000e-06	4.713160000000000e-03
5.349590000000000e-02	3.192000000000000e-05	6.270100000000000e-06	4.731840000000000e-03
5.545720000000000e-02	2.052730000000000e-05	3.071390000000000e-06	4.903190000000000e-03
5.768560000000000e-02	1.368630000000000e-05	2.458700000000000e-06	5.101060000000000e-03
6.000520000000000e-02	1.022810000000000e-05	1.929520000000000e-06	5.307090000000000e-03
6.241970000000000e-02	7.187300000000000e-06	1.542370000000000e-06	5.521600000000000e-03
6.493280000000000e-02	3.818780000000000e-06	1.202400000000000e-06	5.744960000000000e-03
6.754860000000000e-02	3.413940000000000e-06	9.010210000000000e-07	5.977540000000000e-03
7.027120000000001e-02	2.976160000000000e-06	8.489440000000000e-07	6.219710000000000e-03
7.310480000000000e-02	1.594700000000000e-06	7.259190000000000e-07	6.471870000000000e-03
7.605410000000000e-02	1.812690000000000e-06	6.174900000000000e-07	6.734460000000000e-03
7.912350000000000e-02	1.372230000000000e-06	5.187260000000000e-07	7.007900000000000e-03
8.231810000000001e-02	1.632950000000000e-06	5.172650000000000e-07	7.292650000000000e-03
8.910280000000000e-02	2.073840000000000e-06	4.147630000000000e-07	7.898050000000000e-03
9.270370000000000e-02	1.902160000000000e-06	4.596900000000000e-07	8.219720000000000e-03
9.645110000000000e-02	2.715880000000000e-06	3.751950000000000e-07	8.554770000000000e-03
1.003510000000000e-01	2.960330000000000e-06	3.750290000000000e-07	8.903760000000000e-03
1.044100000000000e-01	3.677600000000000e-06	4.318390000000000e-07	9.267320000000001e-03
1.086330000000000e-01	3.651850000000000e-06	3.904370000000000e-07	9.646070000000000e-03
1.130290000000000e-01	4.087450000000000e-06	4.148030000000000e-07	1.004070000000000e-02
1.176030000000000e-01	4.447260000000000e-06	4.085280000000000e-07	1.045180000000000e-02
1.223630000000000e-01	4.272630000000000e-06	3.826730000000000e-07	1.088030000000000e-02
1.273160000000000e-01	3.845600000000000e-06	3.507920000000000e-07	1.132690000000000e-02
1.324710000000000e-01	3.990790000000000e-06	3.785030000000000e-07	1.179230000000000e-02
1.378350000000000e-01	3.882610000000000e-06	3.573570000000000e-07	1.227750000000000e-02
1.434170000000000e-01	3.471590000000000e-06	3.306980000000000e-07	1.278330000000000e-02
1.492250000000000e-01	3.615930000000000e-06	3.180700000000000e-07	1.331070000000000e-02
1.552700000000000e-01	3.252450000000000e-06	3.121850000000000e-07	1.386080000000000e-02
1.615600000000000e-01	2.814520000000000e-06	2.774110000000000e-07	1.443460000000000e-02
1.681050000000000e-01	2.387880000000000e-06	2.458310000000000e-07	1.503310000000000e-02
1.749170000000000e-01	2.552000000000000e-06	2.586880000000000e-07	1.565770000000000e-02
1.820040000000000e-01	1.921660000000000e-06	2.290540000000000e-07	1.630960000000000e-02
1.893800000000000e-01	1.977330000000000e-06	2.268850000000000e-07	1.699010000000000e-02
1.970540000000000e-01	1.842270000000000e-06	2.687450000000000e-07	1.770060000000000e-02
2.050410000000000e-01	1.168450000000000e-06	2.102780000000000e-07	1.844280000000000e-02
2.133510000000000e-01	6.722900000000000e-07	1.902140000000000e-07	1.921810000000000e-02
2.219990000000000e-01	5.845990000000000e-07	2.258110000000000e-07	2.002840000000000e-02
2.309980000000000e-01	6.636610000000000e-07	2.246080000000000e-07	2.087540000000000e-02
2.403610000000000e-01	5.880560000000000e-07	1.827710000000000e-07	2.176120000000000e-02
2.501050000000000e-01	3.083180000000000e-07	2.500810000000000e-07	2.268780000000000e-02
2.602440000000000e-01	3.131090000000000e-07	2.296020000000000e-07	2.365760000000000e-02
2.707950000000000e-01	3.322450000000000e-07	1.948220000000000e-07	2.467290000000000e-02
2.817730000000000e-01	-2.432300000000000e-08	2.246230000000000e-07	2.573640000000000e-02
2.931980000000000e-01	1.204310000000000e-07	2.152600000000000e-07	2.685080000000000e-02
3.050850000000000e-01	1.692380000000000e-07	2.272300000000000e-07	2.801920000000000e-02
3.174550000000000e-01	3.499240000000000e-08	3.170050000000000e-07	2.924480000000000e-02
3.303270000000000e-01	-1.727490000000000e-07	3.216500000000000e-07	3.053120000000000e-02
