9.560808972355496968e-03 9.914360995017146294e-01 6.384919801052914290e-02 8.424398747958584217e-04
9.561394598788162252e-03 9.797885489075165433e-01 6.310593821521327806e-02 8.424815577415703353e-04
9.836310193874117300e-03 9.432520533020442022e-01 4.898699888405892017e-02 8.669430745899697364e-04
1.011997805068581141e-02 9.429407471988754397e-01 4.313035225263189137e-02 8.921755559709808846e-04
1.041265057480949760e-02 9.027029288553134467e-01 3.867046956058392548e-02 9.182013964232816792e-04
1.071458818408199849e-02 8.997761324964200780e-01 3.531008362273007489e-02 9.450436971368065186e-04
1.102605954031030989e-02 8.599911726912294885e-01 3.064532919116804213e-02 9.727262863867631917e-04
1.134734178832652943e-02 8.942947133438381435e-01 2.736124366866238972e-02 1.001273740634627202e-03
1.167872080259070577e-02 8.828049989056475644e-01 2.365318048403601547e-02 1.030711406315695192e-03
1.202049144156115516e-02 9.270219782643926987e-01 2.235168109586390534e-02 1.061065422333554555e-03
1.237295781005854495e-02 9.426908618210952939e-01 1.989726822829631162e-02 1.092362743282675359e-03
1.273643352985716695e-02 9.125898460227902520e-01 1.686321155688919049e-02 1.124631163421156667e-03
1.311124201874423051e-02 9.175418021913184230e-01 1.528016806152418527e-02 1.157899341416628470e-03
1.349771677829548176e-02 9.156712970751740288e-01 1.374851915631815358e-02 1.192196825889199879e-03
1.389620169062316321e-02 8.932115370318639558e-01 1.252743755547180982e-02 1.227554081776378479e-03
1.430705132436044767e-02 7.369689825866113653e-01 9.503496448339986830e-03 1.264002517545940963e-03
1.473063125015453695e-02 5.395547050188339577e-01 6.463991257689320931e-03 1.301574513283786788e-03
1.516731836594917456e-02 3.717727308673162701e-01 4.325011345942120569e-03 1.340303449685038492e-03
1.561750123234607358e-02 2.568321274970852275e-01 2.969983389629718938e-03 1.380223737977784434e-03
1.608158041834358704e-02 1.837815149712193896e-01 2.118225468636140366e-03 1.421370850810226450e-03
1.655996885776024954e-02 1.428968019331460226e-01 1.609236757324141115e-03 1.463781354133274508e-03
1.705309221666046968e-02 1.156930313589184522e-01 1.286457879742778808e-03 1.507492940112104517e-03
1.756138927210911665e-02 9.528889245400046226e-02 1.058986902820724689e-03 1.552544461101692738e-03
1.808531230259219358e-02 7.924477258412157554e-02 8.801304431042329028e-04 1.598975964722929672e-03
1.862532749045089919e-02 6.612358607698250179e-02 7.339011474828025742e-04 1.646828730077618940e-03
1.918191533668715462e-02 5.636188164440793236e-02 6.268406105123130491e-04 1.696145305142434572e-03
1.975557108850973728e-02 4.725195870875158188e-02 5.301037525694123629e-04 1.746969545383873171e-03
2.034680518000146071e-02 4.153973758890704832e-02 4.631259026938849138e-04 1.799346653638196148e-03
2.095614368629940966e-02 3.538090391135097906e-02 3.936082011988162777e-04 1.853323221302535795e-03
2.158412879169249385e-02 3.083597173399339406e-02 3.423671480656022021e-04 1.908947270885675250e-03
2.223131927205270961e-02 2.681086016005943332e-02 3.020666131487131489e-04 1.966268299969377211e-03
2.289829099202949497e-02 2.338506782516461963e-02 2.655331114483835422e-04 2.025337326633837483e-03
2.358563741744939060e-02 2.005324075352496460e-02 2.315610546001978720e-04 2.086206936403556863e-03
2.429397014337721789e-02 1.754683903279081331e-02 2.045470536229288428e-04 2.148931330772982113e-03
2.502391943830835699e-02 1.513310341154767980e-02 1.789537229131364226e-04 2.213566377374382756e-03
2.577613480497651516e-02 1.297819861507540362e-02 1.580567367114310421e-04 2.280169661853954314e-03
2.655128555827594369e-02 1.126001741370887335e-02 1.415464226719510854e-04 2.348800541525724282e-03
2.735006142081233826e-02 9.917877198644552486e-03 1.277901245693602739e-04 2.419520200876849533e-03
2.817317313661233877e-02 8.406204864300511823e-03 1.128100155355167604e-04 2.492391709002099269e-03
2.902135310353762959e-02 7.348538482974937766e-03 1.037320054429751744e-04 2.567480079049907701e-03
2.989535602496654065e-02 6.149973334678256014e-03 9.238860036507992644e-05 2.644852329767260861e-03
3.079595958132284872e-02 5.293899773965017423e-03 8.273668905041073904e-05 2.724577549235989316e-03
3.172396512204928021e-02 4.389528975681363139e-03 7.281506912856071801e-05 2.806726960898754935e-03
3.268019837864166027e-02 3.715603528064478044e-03 6.553373087491951596e-05 2.891373991979126912e-03
3.366551019937781553e-02 2.969221287534338106e-03 5.798174842500518366e-05 2.978594344406812738e-03
3.468077730639528011e-02 2.536653165543465479e-03 5.365595958749961659e-05 3.068466068366295426e-03
3.572690307579134278e-02 2.128933876852566204e-03 4.831647685711438589e-05 3.161069638594811004e-03
3.680481834143951858e-02 1.729734926523357084e-03 4.422786849834325202e-05 3.256488033564063512e-03
3.791548222323767176e-02 1.367268368012115615e-03 3.990147601645263760e-05 3.354806817689071942e-03
3.905988298052492230e-02 1.069856894280513896e-03 3.522462737693634498e-05 3.456114226717398475e-03
4.023903889142643048e-02 8.268357091902021633e-04 3.100755995569975839e-05 3.560501256462600926e-03
4.145399915890876641e-02 6.447406059786335748e-04 2.862332224672013264e-05 3.668061755057345445e-03
4.270584484435185207e-02 5.375650060610100318e-04 2.628106777040793913e-05 3.778892518913940304e-03
4.392703602961367526e-02 3.452601410708839354e-04 3.110764413913786756e-05 3.891131199706150852e-03
4.524249100053175793e-02 2.760499227247647592e-04 2.137650886310258827e-05 4.008141187341188356e-03
4.659820233825944652e-02 2.169202404779308662e-04 1.584874856907918475e-05 4.128746585971535162e-03
4.799537634491799626e-02 2.331635707422300785e-04 1.456538649603338629e-05 4.253057565505065710e-03
4.943525621562266242e-02 2.126316839775275200e-04 1.236949324629556809e-05 4.381187870451912734e-03
5.091912314467882117e-02 2.572843411103733851e-04 1.376210092565570069e-05 4.513254947525344174e-03
5.244829746558851702e-02 2.426720121426276255e-04 1.138461956904415028e-05 4.649380079035493260e-03
5.402413982588183394e-02 2.336940154149251981e-04 9.887740624075389516e-06 4.789688522427873810e-03
5.564805239781844826e-02 2.443514552931476576e-04 9.139427452288117579e-06 4.934309656345574682e-03
5.732148012603696663e-02 2.450166898834270509e-04 8.297090326192570818e-06 5.083377133623532412e-03
5.904591201326191835e-02 2.631545043996183541e-04 8.082345265878724557e-06 5.237029041654948404e-03
6.082288244521262544e-02 2.160220524781200071e-04 6.367732167713447742e-06 5.395408070604819709e-03
6.265397255589309766e-02 2.256290588734368374e-04 6.160020387705889141e-06 5.558661689982827281e-03
6.454081163447733527e-02 1.982511943238066219e-04 5.144519775664112678e-06 5.726942334128743393e-03
6.648507857504248886e-02 1.688816973478020735e-04 4.399174362916001035e-06 5.900407597207766620e-03
6.848850337043937975e-02 1.487417896935295668e-04 3.751476438418250757e-06 6.079220438361137950e-03
7.055286865163004628e-02 1.149641358244857654e-04 3.038047899265218058e-06 6.263549397709751616e-03
7.268001127386165827e-02 8.818708717061014108e-05 2.409012072102710681e-06 6.453568823964720910e-03
7.487182395108861466e-02 6.616502633101080475e-05 1.952214767775277415e-06 6.649459114460798403e-03
7.713025694009675859e-02 4.428611775577713701e-05 1.461135652826439482e-06 6.851406968494746196e-03
7.945731977582855265e-02 2.670401804525306694e-05 1.100926825608808236e-06 7.059605654923519109e-03
8.185508305945320140e-02 1.765697014984116356e-05 8.563879134537107173e-07 7.274255295055442189e-03
8.432568030077243482e-02 1.125976645934117868e-05 6.711807601268152412e-07 7.495563161952823773e-03
8.687130981660225182e-02 1.002641166232366865e-05 5.980048262978674651e-07 7.723743997357024153e-03
8.949423668681850963e-02 1.222564263353331424e-05 6.181363420066290587e-07 7.959020347546794105e-03
9.219679476980806310e-02 1.408317235471110236e-05 6.207050381461380689e-07 8.201622919550073665e-03
9.498138877911797839e-02 1.746211220139089529e-05 6.335854201098447217e-07 8.451790959246491958e-03
9.785049642315096774e-02 2.110321647679484118e-05 6.620576264124991208e-07 8.709772653025867062e-03
1.008066706098110082e-01 2.160402656809738421e-05 6.234341186607622764e-07 8.975825554806166062e-03
1.038525417180605065e-01 2.092095028866604507e-05 5.898333159533671237e-07 9.250217040363880455e-03
1.069908199384107111e-01 1.947630138456306613e-05 5.491212922580771859e-07 9.533224791091969574e-03
1.102242976844273192e-01 1.509185009463941321e-05 4.651377999890936119e-07 9.825137309475462030e-03
1.135558520773976704e-01 1.251553444336914413e-05 4.175739997857258148e-07 1.012625446876455962e-02
